"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"DB174","DB174","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_573","Family_37","Family_56"
"DB174","DB174","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_579","Family_37","Family_56"
"DB174","DB174","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_587","Family_37","Family_56"
"DB174","DB174","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_594","Family_37","Family_56"
"DB174","DB174","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_599","Family_37","Family_56"
"DB183","DB183","Ghana","AW","Plant","Site_35","Frugivore_168","Plant_557","Family_37","Family_56"
"DB189","DB189",NA,NA,"BothLimited",NA,"Frugivore_168","Plant_188","Family_37","Family_24"
"DB189","DB189",NA,NA,"BothLimited",NA,"Frugivore_168","Plant_386","Family_37","Family_38"
"DB189","DB189",NA,NA,"BothLimited",NA,"Frugivore_168","Plant_604","Family_37","Family_56"
"DB189","DB189",NA,NA,"BothLimited",NA,"Frugivore_168","Plant_557","Family_37","Family_56"
"DB204","DB204Site_58","Zambie","AE","Animal","Site_58","Frugivore_168","Plant_181","Family_37","Family_24"
"DB204","DB204Site_58","Zambie","AE","Animal","Site_58","Frugivore_168","Plant_187","Family_37","Family_24"
"DB204","DB204Site_58","Zambie","AE","Animal","Site_58","Frugivore_168","Plant_687","Family_37","Family_67"
"DB204","DB204Site_58","Zambie","AE","Animal","Site_58","Frugivore_168","Plant_624","Family_37","Family_59"
"DB204","DB204Ghana","Ghana","AW","Animal",NA,"Frugivore_168","Plant_604","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_121","Family_37","Family_9"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_181","Family_37","Family_24"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_411","Family_37","Family_40"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_582","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_604","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_557","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_614","Family_37","Family_58"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_624","Family_37","Family_59"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_168","Plant_744","Family_37","Family_76"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_191","Family_37","Family_25"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_559","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_563","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_579","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_582","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_585","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_594","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_595","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_596","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_600","Family_37","Family_56"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_623","Family_37","Family_59"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_624","Family_37","Family_59"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_820","Family_37","Family_80"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_823","Family_37","Family_80"
"DB245","DB245","Kenya","AE","Animal","Site_59","Frugivore_168","Plant_845","Family_37","Family_83"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_168","Plant_638","Family_37","Family_61"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_22","Family_37","Family_3"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_27","Family_37","Family_3"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_188","Family_37","Family_24"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_306","Family_37","Family_37"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_573","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_579","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_581","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_582","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_582","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_596","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_599","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_937","Family_37","Family_90"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_557","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_557","Family_37","Family_56"
"DB78","DB78NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_665","Family_37","Family_67"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_121","Family_37","Family_9"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_573","Family_37","Family_56"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_579","Family_37","Family_56"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_587","Family_37","Family_56"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_594","Family_37","Family_56"
"DB145","DB145","Ivory Coast","AW","Animal","Site_57","Frugivore_168","Plant_599","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_44","Family_37","Family_5"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_133","Family_37","Family_12"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_133","Family_37","Family_12"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_188","Family_37","Family_24"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_206","Family_37","Family_26"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_306","Family_37","Family_37"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_573","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_579","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_581","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_582","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_582","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_596","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_599","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_937","Family_37","Family_90"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_557","Family_37","Family_56"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_614","Family_37","Family_58"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_665","Family_37","Family_67"
"DB158","DB158NA",NA,NA,"Animal",NA,"Frugivore_168","Plant_783","Family_37","Family_79"
"DB158","DB158Site_29","Ivory Coast","AW","Animal","Site_29","Frugivore_168","Plant_478","Family_37","Family_51"
"DB46","DB46","Benin","AW","Animal","Site_60","Frugivore_169","Plant_256","Family_37","Family_35"
"DB46","DB46","Benin","AW","Animal","Site_60","Frugivore_169","Plant_811","Family_37","Family_79"
"DB46","DB46","Benin","AW","Animal","Site_60","Frugivore_169","Plant_437","Family_37","Family_46"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_256","Family_37","Family_35"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_546","Family_37","Family_53"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_599","Family_37","Family_56"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_256","Family_37","Family_35"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_599","Family_37","Family_56"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_103","Family_37","Family_6"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_133","Family_37","Family_12"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_187","Family_37","Family_24"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_206","Family_37","Family_26"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_256","Family_37","Family_35"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_599","Family_37","Family_56"
"DB188","DB188AW",NA,"AW","Animal",NA,"Frugivore_169","Plant_905","Family_37","Family_84"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_171","Plant_103","Family_37","Family_6"
"DB78","DB78AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_428","Family_37","Family_44"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_428","Family_37","Family_44"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_582","Family_37","Family_56"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_600","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_170","Plant_582","Family_37","Family_56"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_170","Plant_582","Family_37","Family_56"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_428","Family_37","Family_44"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_582","Family_37","Family_56"
"DB158","DB158AE",NA,"AE","Animal",NA,"Frugivore_170","Plant_600","Family_37","Family_56"
"DB1","DB1Site_56","Congo","AC","Animal","Site_56","Frugivore_172","Plant_786","Family_37","Family_79"
"DB78","DB78AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_595","Family_37","Family_56"
"DB78","DB78AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_957","Family_37","Family_95"
"DB98","DB98","Tanzania","AE","Animal","Site_61","Frugivore_172","Plant_594","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_187","Family_37","Family_24"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_187","Family_37","Family_24"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_206","Family_37","Family_26"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_206","Family_37","Family_26"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_687","Family_37","Family_67"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_687","Family_37","Family_67"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_579","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_579","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_582","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_582","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_587","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_587","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_594","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_595","Family_37","Family_56"
"DB158","DB158AC",NA,"AC","Animal",NA,"Frugivore_172","Plant_623","Family_37","Family_59"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_172","Plant_103","Family_37","Family_6"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_256","Family_37","Family_35"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_411","Family_37","Family_40"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_604","Family_37","Family_56"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_656","Family_37","Family_64"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_483","Family_37","Family_51"
"DB31","DB31","Ivory Coast","AW","Animal","Site_30","Frugivore_173","Plant_437","Family_37","Family_46"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_256","Family_37","Family_35"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_600","Family_37","Family_56"
"DB78","DB78AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_656","Family_37","Family_64"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_206","Family_37","Family_26"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_256","Family_37","Family_35"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_256","Family_37","Family_35"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_600","Family_37","Family_56"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_600","Family_37","Family_56"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_604","Family_37","Family_56"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_656","Family_37","Family_64"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_173","Plant_656","Family_37","Family_64"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_174","Plant_411","Family_37","Family_40"
"DB212","DB212","Tanzania","AE","Animal","Site_23","Frugivore_174","Plant_604","Family_37","Family_56"
"DB1","DB1AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_581","Family_37","Family_56"
"DB1","DB1AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_591","Family_37","Family_56"
"DB1","DB1AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_604","Family_37","Family_56"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_44","Family_37","Family_5"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_206","Family_37","Family_26"
"DB158","DB158AW",NA,"AW","Animal",NA,"Frugivore_175","Plant_44","Family_37","Family_5"
"DB32","DB32","Cameroon","AC","Plant","Site_25","Frugivore_194","Plant_684","Family_42","Family_67"
"DB32","DB32","Cameroon","AC","Plant","Site_25","Frugivore_194","Plant_744","Family_42","Family_76"
"DB65","DB65","Kenya","AE","Animal",NA,"Frugivore_187","Plant_667","Family_39","Family_67"
"DB65","DB65","Kenya","AE","Animal",NA,"Frugivore_187","Plant_871","Family_39","Family_83"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_750","Family_41","Family_77"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_110","Family_41","Family_6"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_250","Family_41","Family_35"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_496","Family_41","Family_51"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_537","Family_41","Family_53"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_583","Family_41","Family_56"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_596","Family_41","Family_56"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_882","Family_41","Family_84"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_418","Family_41","Family_42"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_542","Family_41","Family_53"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_291","Family_41","Family_37"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_722","Family_41","Family_74"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_939","Family_41","Family_90"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_940","Family_41","Family_90"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_641","Family_41","Family_61"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_203","Family_41","Family_25"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_624","Family_41","Family_59"
"DB255","DB255","DRC","AC","Animal","Site_33","Frugivore_190","Plant_664","Family_41","Family_67"
"DB256","DB256","DRC","AC","Animal","Site_33","Frugivore_190","Plant_537","Family_41","Family_53"
"DB256","DB256","DRC","AC","Animal","Site_33","Frugivore_190","Plant_940","Family_41","Family_90"
"DB256","DB256","DRC","AC","Animal","Site_33","Frugivore_190","Plant_722","Family_41","Family_74"
"DB256","DB256","DRC","AC","Animal","Site_33","Frugivore_190","Plant_624","Family_41","Family_59"
"DB256","DB256","DRC","AC","Animal","Site_33","Frugivore_190","Plant_664","Family_41","Family_67"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_11","Family_41","Family_3"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_45","Family_41","Family_5"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_52","Family_41","Family_5"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_73","Family_41","Family_5"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_141","Family_41","Family_14"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_144","Family_41","Family_14"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_192","Family_41","Family_25"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_202","Family_41","Family_25"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_203","Family_41","Family_25"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_239","Family_41","Family_35"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_240","Family_41","Family_35"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_250","Family_41","Family_35"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_267","Family_41","Family_35"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_287","Family_41","Family_37"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_304","Family_41","Family_37"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_684","Family_41","Family_67"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_684","Family_41","Family_67"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_686","Family_41","Family_67"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_359","Family_41","Family_38"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_430","Family_41","Family_44"
"DB254","DB254","DRC","AC","Animal","Site_33","Frugivore_190","Plant_553","Family_41","Family_53"
