"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_159","Plant_693","Family_32","Family_70"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_159","Plant_694","Family_32","Family_71"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_159","Plant_119","Family_32","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_159","Plant_752","Family_32","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_159","Plant_746","Family_32","Family_76"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_51","Plant_819","Family_14","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_51","Plant_91","Family_14","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_51","Plant_828","Family_14","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_51","Plant_746","Family_14","Family_76"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_160","Plant_160","Family_32","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_160","Plant_579","Family_32","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_160","Plant_119","Family_32","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_102","Plant_828","Family_26","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_166","Plant_416","Family_36","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_166","Plant_828","Family_36","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_166","Plant_579","Family_36","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_166","Plant_416","Family_36","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_136","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_136","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_557","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_573","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_722","Family_29","Family_74"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_606","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_693","Family_29","Family_70"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_137","Plant_819","Family_29","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_99","Plant_763","Family_25","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_694","Family_29","Family_71"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_145","Plant_119","Family_29","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_56","Plant_819","Family_14","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_140","Plant_843","Family_29","Family_83"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_140","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_140","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_140","Plant_722","Family_29","Family_74"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_140","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_100","Plant_160","Family_25","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_100","Plant_557","Family_25","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_100","Plant_828","Family_25","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_100","Plant_579","Family_25","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_100","Plant_596","Family_25","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_897","Family_29","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_557","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_828","Family_29","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_91","Family_29","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_573","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_897","Family_29","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_606","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_694","Family_29","Family_71"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_119","Family_29","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_146","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_114","Plant_746","Family_28","Family_76"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_116","Plant_596","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_116","Plant_160","Family_28","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_113","Plant_594","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_113","Plant_752","Family_28","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_113","Plant_579","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_81","Plant_119","Family_22","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_119","Family_29","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_557","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_763","Family_29","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_119","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_897","Family_29","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_557","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_147","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_108","Plant_752","Family_28","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_39","Plant_579","Family_10","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_828","Family_29","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_828","Family_29","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_763","Family_29","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_143","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_82","Plant_160","Family_22","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_752","Family_28","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_160","Family_28","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_557","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_667","Family_28","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_129","Family_28","Family_10"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_596","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_579","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_594","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_573","Family_28","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_110","Plant_897","Family_28","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_609","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_667","Family_19","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_91","Family_19","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_752","Family_19","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_596","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_160","Family_19","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_579","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_594","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_63","Plant_119","Family_19","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_151","Plant_819","Family_8","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_151","Plant_752","Family_8","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_151","Plant_596","Family_8","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_151","Plant_160","Family_8","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_151","Plant_579","Family_8","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_126","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_127","Plant_91","Family_29","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_127","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_127","Plant_129","Family_29","Family_10"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_127","Plant_843","Family_29","Family_83"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_127","Plant_763","Family_29","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_96","Plant_579","Family_24","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_96","Plant_596","Family_24","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_96","Plant_160","Family_24","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_96","Plant_579","Family_24","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_96","Plant_667","Family_24","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_91","Family_29","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_828","Family_29","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_119","Family_29","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_131","Plant_897","Family_29","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_45","Plant_606","Family_12","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_722","Family_19","Family_74"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_752","Family_19","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_596","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_160","Family_19","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_667","Family_19","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_579","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_77","Plant_573","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_163","Plant_119","Family_34","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_163","Plant_579","Family_34","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_596","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_752","Family_19","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_596","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_160","Family_19","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_667","Family_19","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_579","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_66","Plant_897","Family_19","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_594","Family_34","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_596","Family_34","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_752","Family_34","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_667","Family_34","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_91","Family_34","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_763","Family_34","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_129","Family_34","Family_10"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_594","Family_34","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_164","Plant_579","Family_34","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_752","Family_29","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_596","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_160","Family_29","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_843","Family_29","Family_83"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_557","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_667","Family_29","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_91","Family_29","Family_6"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_763","Family_29","Family_79"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_129","Family_29","Family_10"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_594","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_579","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_416","Family_29","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_897","Family_29","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_606","Family_29","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_119","Family_29","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_694","Family_29","Family_71"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_139","Plant_693","Family_29","Family_70"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_95","Plant_819","Family_24","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_579","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_557","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_667","Family_3","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_579","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_416","Family_3","Family_42"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_47","Plant_606","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_48","Plant_819","Family_13","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_68","Plant_828","Family_19","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_68","Plant_667","Family_19","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_76","Plant_752","Family_19","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_76","Plant_667","Family_19","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_76","Plant_579","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_76","Plant_752","Family_19","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_76","Plant_596","Family_19","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_13","Plant_119","Family_3","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_20","Plant_579","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_20","Plant_579","Family_3","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_10","Plant_667","Family_2","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_23","Plant_594","Family_4","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_23","Plant_667","Family_4","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_23","Plant_579","Family_4","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_596","Family_48","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_596","Family_48","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_557","Family_48","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_667","Family_48","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_594","Family_48","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_248","Plant_897","Family_48","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_596","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_596","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_557","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_667","Family_2","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_594","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_579","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_897","Family_2","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_606","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_5","Plant_609","Family_2","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_226","Plant_752","Family_43","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_596","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_557","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_667","Family_43","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_594","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_897","Family_43","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_606","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_819","Family_43","Family_80"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_609","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_579","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_596","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_160","Family_43","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_752","Family_43","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_198","Plant_828","Family_43","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_573","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_557","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_667","Family_43","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_594","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_897","Family_43","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_606","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_609","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_579","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_596","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_160","Family_43","Family_18"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_752","Family_43","Family_78"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_828","Family_43","Family_81"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_205","Plant_573","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_119","Family_43","Family_8"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_557","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_667","Family_43","Family_67"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_573","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_596","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_594","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_897","Family_43","Family_84"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_606","Family_43","Family_56"
"DB75","DB75","Kenya","AE","Animal","Site_1","Frugivore_216","Plant_752","Family_43","Family_78"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_86","Plant_562","Family_23","Family_56"
"DB260","DB260AW",NA,"AW",NA,NA,"Frugivore_123","Plant_14","Family_29","Family_3"
"DB260","DB260AW",NA,"AW",NA,NA,"Frugivore_123","Plant_15","Family_29","Family_3"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_125","Plant_902","Family_29","Family_84"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_125","Plant_630","Family_29","Family_61"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_126","Plant_631","Family_29","Family_61"
